,v,UC_mean,UC_cov,EWS_mean,TWS_mean
0,0,6.103515625e-05,6.103515625e-05,0.5911498572978764,0.49107683404558405
1,1,6.103515625e-05,0.0001220703125,0.5902162201379063,0.49077635327635327
2,2,6.103515625e-05,0.000244140625,0.5886671877286187,0.4872573896011396
3,3,6.103515625e-05,0.00048828125,0.5866304154442826,0.4685127950752951
4,4,6.103515625e-05,0.0009765625,0.5843244859135592,0.46760912698412693
5,5,6.103515625e-05,0.001953125,0.5817713408085805,0.460556891025641
6,6,6.103515625e-05,0.00390625,0.5789080364486869,0.45713300010175006
7,7,6.103515625e-05,0.0078125,0.5771680533899995,0.4430015008140008
8,8,6.103515625e-05,0.015625,0.5784175807210852,0.43402300824175827
9,9,6.103515625e-05,0.03125,0.5814246528578784,0.4404068732193732
10,10,6.103515625e-05,0.0625,0.5861706149174749,0.46603263634513636
11,11,6.103515625e-05,0.125,0.5881155044467176,0.46198425417175415
12,12,6.103515625e-05,0.25,0.5871686939320349,0.44613158831908833
13,13,6.103515625e-05,0.5,0.5833604024041861,0.44547053062678066
14,14,6.103515625e-05,1.0,0.576367039563561,0.3982826490638991
15,15,0.0001220703125,6.103515625e-05,0.6008862910946987,0.5247052426739927
16,16,0.0001220703125,0.0001220703125,0.5994654050180626,0.526007326007326
17,17,0.0001220703125,0.000244140625,0.5972635096445345,0.5242422797110298
18,18,0.0001220703125,0.00048828125,0.5944470557638626,0.5123085826210826
19,19,0.0001220703125,0.0009765625,0.5913357938439263,0.49503968253968256
20,20,0.0001220703125,0.001953125,0.5879965871564771,0.48523860398860397
21,21,0.0001220703125,0.00390625,0.5844179894986632,0.47227436914936916
22,22,0.0001220703125,0.0078125,0.5821701016935252,0.46157375610500606
23,23,0.0001220703125,0.015625,0.5832628855386421,0.4486753408628409
24,24,0.0001220703125,0.03125,0.5865184760702367,0.45470085470085464
25,25,0.0001220703125,0.0625,0.5915267654463955,0.4764893671143671
26,26,0.0001220703125,0.125,0.5933747794591437,0.4837769001831501
27,27,0.0001220703125,0.25,0.5923660928632873,0.4597670558608059
28,28,0.0001220703125,0.5,0.5884447028516874,0.4573050213675214
29,29,0.0001220703125,1.0,0.5809785725126428,0.4205738705738706
30,30,0.000244140625,6.103515625e-05,0.6192822064228967,0.5830509768009768
31,31,0.000244140625,0.0001220703125,0.6170032062246656,0.5726743742368743
32,32,0.000244140625,0.000244140625,0.613717405117566,0.5682183557183558
33,33,0.000244140625,0.00048828125,0.6095333081299982,0.5590169668294668
34,34,0.000244140625,0.0009765625,0.6049704647845873,0.5503955535205536
35,35,0.000244140625,0.001953125,0.600173268927622,0.5360300289987789
36,36,0.000244140625,0.00390625,0.5952477800562465,0.5166749338624339
37,37,0.000244140625,0.0078125,0.5920147861922985,0.49332264957264954
